,岗位编号,求职者编号,标签
13656,42319752,316219123,1
13657,837656,6322071,0
13658,43076680,319434917,1
13659,786239,6056763,0
13660,781595,5892295,0
13661,772899,5887290,0
13662,768878,6093692,0
13663,790778,5244898,0
13664,787556,6101322,0
13665,817493,6238050,0
13666,798509,5597355,0
13667,757366,5996588,0
13668,777448,6093709,1
13669,43922680,319489936,1
13670,798032,6072538,0
13671,816666,6230165,0
13672,785946,5894681,0
13673,790815,6115975,0
13674,797455,5160930,0
13675,776876,6038306,0
13676,806693,6229051,0
13677,43646653,316159934,1
13678,775040,5854469,0
13679,764016,5992910,0
13680,779694,5550734,0
13681,793056,6109977,0
13682,772899,6092040,0
13683,795525,6229976,0
13684,769754,6001259,0
13685,795526,5951509,0
13686,768880,708293,0
13687,770038,5997089,0
13688,793763,5954532,0
13689,789843,6087597,0
13690,801194,6143354,0
13691,833813,6302122,0
13692,793056,6116550,0
13693,43668705,1308268,1
13694,824146,2365739,1
13695,768786,6007312,0
13696,769116,5988721,0
13697,793038,2411546,0
13698,772135,5896373,0
13699,792036,6155981,0
13700,815614,6280254,0
13701,753268,5435952,0
13702,799873,5946088,0
13703,770357,5687738,0
13704,781614,3547400,0
13705,798510,5742748,0
13706,839325,6300796,0
13707,800040,6126057,0
13708,768882,6035781,0
13709,795668,338789,0
13710,802858,6139252,1
13711,788634,4671161,0
13712,43981700,4915626,1
13713,806693,5679832,0
13714,773318,6040421,0
13715,804937,5921325,0
13716,800036,6243832,0
13717,762700,5479120,0
13718,832461,6278941,0
13719,834175,5908315,0
13720,782603,6053658,0
13721,820074,5403815,0
13722,816862,516460,0
13723,789843,5879269,0
13724,772337,5964756,0
13725,829735,6249680,0
13726,762694,6017834,0
13727,796265,6130981,0
13728,837656,5096445,0
13729,832466,6169220,0
13730,753268,5998823,0
13731,788722,6164450,0
13732,771514,5319714,0
13733,773208,6001156,0
13734,792037,4946743,0
13735,780074,6108294,0
13736,43629669,320856925,1
13737,807567,5168518,0
13738,772906,6090483,0
13739,818297,6224503,0
13740,42499690,320939924,1
13741,789847,6033699,0
13742,42499690,320532939,1
13743,801013,6172274,0
13744,791957,6023632,0
13745,796241,5782025,0
13746,781607,6090893,0
13747,781614,2698068,0
13748,42592698,6311734,1
13749,779698,4818377,0
13750,771417,5996525,0
13751,43615732,5924275,1
13752,783274,6075826,0
13753,769742,6064842,0
13754,785814,5175361,1
13755,753267,5944512,0
13756,802838,5868595,0
13757,772827,6036657,0
13758,802858,4706569,1
13759,795540,6207074,0
13760,771540,6029387,0
13761,745292,6021285,0
13762,779296,6071090,0
13763,768786,6004732,0
13764,798509,6138566,0
13765,766805,6172084,0
13766,768870,5984962,0
13767,788929,4775568,0
13768,815822,6291010,0
13769,794555,5217570,0
13770,772412,5977640,0
13771,42368657,4604177,1
13772,771944,6024462,0
13773,772901,5435620,0
13774,807602,6103257,0
13775,797507,4736171,0
13776,813529,6116280,0
13777,791744,6079674,0
13778,793056,6044582,0
13779,775836,6047570,1
13780,824313,6111145,1
13781,782678,6056811,0
13782,796260,661955,1
13783,769306,6009055,0
13784,831330,6205133,0
13785,772824,6057294,0
13786,820418,6270242,0
13787,776874,6079061,1
13788,797516,6179377,0
13789,513553,5199346,0
13790,781773,1340058,0
13791,817493,6224663,0
13792,779238,1500926,0
13793,778676,5523272,1
13794,806890,449353,0
13795,813876,6232108,0
13796,757943,5985229,0
13797,806235,6159966,1
13798,42705752,320418915,1
13799,830286,6244880,0
13800,772906,6021447,0
13801,799893,5856214,0
13802,763996,4579077,0
13803,792868,6118688,0
13804,809423,5091214,0
13805,780073,5983195,0
13806,816953,6192337,0
13807,771584,5733240,0
13808,771514,5393746,0
13809,834175,6049584,0
13810,832813,2701606,0
13811,832458,6166733,0
13812,771944,5685871,0
13813,815336,6191290,0
13814,817279,6187664,0
13815,775145,6065064,0
13816,819057,6020923,0
13817,43713654,318100920,1
13818,826058,5759357,0
13819,513553,6260362,0
13820,815614,6252588,0
13821,815837,6201224,0
13822,782876,6079275,0
13823,767781,5124381,0
13824,790778,5892295,0
13825,776835,5670891,0
13826,831330,6299686,0
13827,770860,5848355,0
13828,810857,6191112,1
13829,776192,6057090,0
13830,807602,6194634,0
13831,763996,5991090,0
13832,786565,6248813,0
13833,814244,6241440,0
13834,799181,6156839,0
13835,43236688,318921905,1
13836,817995,6285273,0
13837,813149,6216390,0
13838,765726,6051155,0
13839,769490,5622544,0
13840,786572,6098387,0
13841,767230,6122295,0
13842,785558,6096245,0
13843,788929,5176211,0
13844,42888695,318590994,1
13845,42377657,6117960,1
13846,821973,5753687,0
13847,788929,6125247,0
13848,786572,6023632,0
13849,764016,5547964,0
13850,819035,6246026,0
13851,800036,6219238,0
13852,766805,5981294,0
13853,835752,6307781,0
13854,820014,6271045,0
13855,820014,6240820,0
13856,782618,6060185,0
13857,770860,5072435,0
13858,831329,5990140,1
13859,792035,6222986,0
13860,834745,6272492,0
13861,816275,3072059,0
13862,825081,5237074,0
13863,752116,6083283,0
13864,757945,5966438,0
13865,766826,5144142,0
13866,801095,5842760,1
13867,774781,5352510,0
13868,774619,4609320,1
13869,781074,5087294,0
13870,796681,4614245,0
13871,815336,6197984,0
13872,772882,6038262,0
13873,791584,6122815,0
13874,815822,6214137,0
13875,806649,4601114,0
13876,793056,6006169,0
13877,810857,6111786,0
13878,832461,6243832,0
13879,789601,6091411,0
13880,829735,6262770,0
13881,787774,6027189,0
13882,769742,5376514,0
13883,782618,6119857,0
13884,775796,3007697,0
13885,43829692,320142926,1
13886,815822,6217010,0
13887,770364,4920029,0
13888,815614,6310449,0
13889,812237,2605779,0
13890,779698,6063728,0
13891,772867,5878456,0
13892,786572,6114255,0
13893,766613,5506459,1
13894,811206,4887734,0
13895,780379,6077867,0
13896,837897,6297969,0
13897,801013,5984743,0
13898,762700,6025075,0
13899,773246,4828763,0
13900,834218,6188474,0
13901,807152,6177206,0
13902,786244,6110893,0
13903,774868,5557655,1
13904,786590,6155847,0
13905,837950,321331937,1
13906,43534698,320950933,1
13907,772899,6051373,0
13908,786953,6078712,0
13909,797516,6108812,0
13910,779682,6075776,0
13911,826495,6015581,0
13912,815819,4999717,0
13913,771109,5520943,0
13914,781614,6048145,0
13915,766200,5215824,0
13916,773641,6123224,0
13917,799893,5013518,0
13918,43615732,319950900,1
13919,789913,6102458,1
13920,770357,3203239,0
13921,766615,5605393,0
13922,769754,5819161,0
13923,786572,6069557,0
13924,791744,6145967,0
13925,797917,6067798,0
13926,770372,6074269,0
13927,788722,6012756,0
13928,762694,5994910,0
13929,42763653,5758991,1
13930,772899,4180179,0
13931,779236,6089510,0
13932,763996,5617100,0
13933,790778,5597374,0
13934,786572,5661415,0
13935,757945,5994929,0
13936,795526,6212209,0
13937,765345,5987465,0
13938,799875,6008089,0
13939,803926,6163969,0
13940,815822,5177542,0
13941,790778,6138970,0
13942,799992,6133377,0
13943,797999,3945637,0
13944,799181,6147526,0
13945,803215,2542900,0
13946,786572,4681567,0
13947,43892657,4532537,1
13948,779497,6090673,0
13949,767230,6060665,0
13950,787509,4676678,0
13951,42710688,5706036,1
13952,802553,3520370,0
13953,43795661,318499930,1
13954,772899,6036509,0
13955,769742,5453104,0
13956,816533,5504486,0
13957,799181,6090893,0
13958,815613,6267572,0
13959,815819,6233425,0
13960,829137,6259799,0
13961,838042,5977954,0
13962,821973,6197484,0
13963,792037,5419676,0
13964,828746,2410919,0
13965,780074,4990228,0
13966,819057,6236327,0
13967,813875,5973924,1
13968,800849,5966968,0
13969,762409,5999722,0
13970,779495,6030102,0
13971,805993,5036903,0
13972,803266,6124574,0
13973,833813,5890797,0
13974,813531,6216791,0
13975,816862,5816042,0
13976,807602,5851718,0
13977,813532,6219208,0
13978,818425,6274430,1
13979,802840,5919334,0
13980,770357,5992687,0
13981,817493,6269875,0
13982,44085692,6049418,1
13983,792994,6256806,0
13984,843453,5912716,0
13985,774769,6056619,0
13986,42786680,5596728,1
13987,815819,4766872,0
13988,830377,6286455,0
13989,798032,5929739,0
13990,771514,6002760,0
13991,779236,6070059,0
13992,772901,5449245,0
13993,772899,4783353,0
13994,792035,6146176,0
13995,805894,6140740,0
13996,795525,5619571,0
13997,797507,6138205,0
13998,43485681,320396945,1
13999,43922680,320848975,1
14000,791956,5381315,0
14001,792035,6132142,0
14002,830253,5780440,0
14003,768878,4904155,0
14004,800036,6212196,0
14005,800874,4471747,0
14006,781595,3813800,0
14007,774619,6044842,0
14008,792498,6109063,1
14009,767175,6015928,0
14010,785433,2089816,0
14011,769312,6013947,0
14012,807567,6186905,0
14013,772901,6039029,0
14014,757944,5936625,0
14015,763486,4890901,0
14016,770398,4995016,1
14017,770402,5192967,0
14018,772901,6044523,0
14019,815822,6229596,0
14020,774781,6048364,0
14021,768886,5966269,0
14022,781773,3830486,0
14023,836360,6320109,0
14024,779236,6104504,0
14025,42710688,316262097,1
14026,815828,5740093,0
14027,789274,5793175,1
14028,772899,6072346,0
14029,792036,4970955,0
14030,800806,6143354,0
14031,837950,5316969,0
14032,772907,4613711,0
14033,783875,6013704,0
14034,797544,6125762,0
14035,835596,5985092,0
14036,802254,6187402,0
14037,771417,824159,0
14038,788680,6090879,0
14039,814240,6209922,0
14040,823626,180736,1
14041,834175,6257060,0
14042,766787,5361946,0
14043,806649,3233538,0
14044,810233,6276452,0
14045,770107,5776566,0
14046,782877,6118195,0
14047,42389653,316682999,1
14048,779975,6089238,0
14049,843952,6095258,0
14050,832461,6261048,0
14051,779682,5944112,0
14052,789981,6076632,0
14053,842891,316279964,1
14054,797516,6177022,0
14055,791744,5593019,0
14056,842549,319875986,1
14057,824213,6199262,0
14058,772901,6042872,0
14059,827233,5418899,0
14060,787521,6109099,0
14061,801514,6239860,0
14062,803266,6192513,0
14063,771193,6017712,0
14064,802715,5737587,0
14065,794849,6021052,0
14066,757944,5797906,0
14067,42989690,4920706,1
14068,815831,6054112,1
14069,843427,6319493,0
14070,823638,6267542,0
14071,838253,6290307,1
14072,778676,6207410,1
14073,842549,320022953,1
14074,816153,6151649,0
14075,835284,6162132,1
14076,42592698,5434832,1
14077,792034,6194061,0
14078,42513834,316557909,1
14079,820421,6249308,0
14080,798820,6062746,0
14081,781614,6097161,0
14082,771514,5828717,0
14083,799013,6115603,0
14084,43668705,383777,1
14085,816433,4701849,0
14086,794009,5912453,0
14087,764016,6010370,0
14088,792035,5951660,0
14089,773645,5983036,0
14090,804900,5879707,0
14091,803176,6158889,0
14092,766615,5969973,0
14093,772901,6037791,0
14094,831330,6290298,0
14095,835895,6302541,0
14096,772906,6027988,0
14097,771875,6039695,0
14098,768787,6005825,0
14099,809419,6281212,0
14100,815822,6206971,0
14101,791966,6129851,0
14102,807567,6183277,0
14103,835405,6110727,0
14104,766787,5892344,0
14105,773644,6021052,0
14106,790813,6122253,1
14107,809982,6240282,0
14108,43703667,321112902,1
14109,832659,6321958,1
14110,816862,6227871,0
14111,820416,6217971,0
14112,787509,5964863,0
14113,779975,5157202,0
14114,795358,5987137,0
14115,816893,6140514,0
14116,834175,6163857,0
14117,791744,6097500,0
14118,809902,6200547,0
14119,43922680,2792966,1
14120,787916,6256767,1
14121,794555,5987137,0
14122,815337,4713812,0
14123,771514,6056443,0
14124,843528,6277180,1
14125,765344,6020346,0
14126,807602,6183556,0
14127,772901,3909220,0
14128,820414,6265452,0
14129,823833,6102729,0
14130,795525,4293410,1
14131,820414,6090599,0
14132,815613,5088235,1
14133,782199,4838487,0
14134,813149,5406936,0
14135,765725,5897322,0
14136,817998,5783331,0
14137,776254,5985942,0
14138,769695,6008628,0
14139,792001,2988669,0
14140,809902,6038555,0
14141,770403,5974854,0
14142,771584,6057260,0
14143,786158,6097747,0
14144,798509,3887919,1
14145,835282,3518698,0
14146,831941,5403610,0
14147,833737,6274697,0
14148,820414,6095605,0
14149,778676,6253840,0
14150,772824,5891258,0
14151,806339,6039542,0
14152,772901,5957343,0
14153,820414,6234545,0
14154,780379,6067337,0
14155,786186,294450,1
14156,833738,6310432,0
14157,772515,6041743,0
14158,788929,6074857,0
14159,788815,6058313,0
14160,43709665,317350932,1
14161,771417,5381388,0
14162,816953,6222808,0
14163,791955,6137644,0
14164,842954,6178183,0
14165,781074,5862900,0
14166,769312,5747290,0
14167,489735,5487068,1
14168,791584,6037607,0
14169,798000,4083758,0
14170,766787,5069614,0
14171,794011,6029232,0
14172,844659,3357717,0
14173,782199,5886651,0
14174,815822,6219902,0
14175,44044766,4323138,1
14176,795668,5346573,0
14177,816953,6218866,0
14178,820416,6086960,0
14179,769116,6021844,0
14180,816953,6203112,0
14181,776835,6077522,0
14182,808373,3933948,1
14183,436321,4757865,0
14184,779698,6063165,0
14185,808994,6192367,0
14186,839325,6284091,0
14187,766615,4954933,1
14188,794849,6062177,0
14189,43376683,319198936,1
14190,809419,6063321,0
14191,785814,5590906,0
14192,788929,6111776,0
14193,800360,6150244,0
14194,815613,2731558,0
14195,838614,6299092,0
14196,784673,6097726,0
14197,772906,5176598,0
14198,815819,6304109,0
14199,817995,6236186,0
14200,774868,6056106,0
14201,771540,5696894,0
14202,745292,6023522,0
14203,832454,6225957,0
14204,795665,6179156,0
14205,822293,6241203,0
14206,808005,6182696,0
14207,762409,6076514,0
14208,792036,2527348,0
14209,793627,5641962,1
14210,769120,4975647,0
14211,772899,6003671,0
14212,812834,6148118,0
14213,799181,5963255,0
14214,43376683,319216993,1
14215,837567,6234828,0
14216,829735,6251430,0
14217,769509,5474810,0
14218,641110,6160555,0
14219,42901673,317713937,1
14220,774781,5892154,0
14221,772867,5450344,0
14222,807861,6209573,0
14223,799875,6185434,0
14224,766787,5836605,0
14225,775090,6046644,0
14226,766610,6027914,0
14227,762693,5505629,0
14228,813254,4596679,1
14229,804213,6186885,1
14230,785914,6100422,0
14231,832813,5538840,0
14232,809902,5918513,0
14233,804581,6133665,0
14234,837793,6247269,0
14235,797507,6139962,0
14236,840261,5518023,0
14237,757246,5738939,0
14238,784318,6125490,0
14239,788929,6082581,0
14240,766615,4632396,1
14241,797516,6165666,0
14242,820387,6231975,0
14243,807759,5746081,0
14244,766798,6007909,0
14245,815822,6237538,0
14246,809419,6259336,0
14247,820417,6195474,0
14248,795524,1555986,0
14249,817493,6265568,0
14250,799877,6141389,0
14251,792391,5737437,1
14252,776254,5300476,0
14253,786613,6097634,0
14254,769118,6003342,0
14255,785914,4919784,1
14256,768869,6040963,0
14257,837656,6014075,0
14258,820421,6258781,0
14259,817990,6145108,0
14260,829735,6272275,0
14261,810935,6209142,1
14262,770038,6009067,0
14263,808264,6183711,1
14264,796681,6039886,0
14265,779698,6048652,0
14266,797907,6304515,1
14267,801482,4687007,1
14268,769742,6026389,0
14269,803266,6251793,0
14270,772339,1097499,0
14271,779694,5551714,0
14272,815336,6243466,0
14273,786594,6153647,0
14274,816953,6193347,0
14275,775522,5935389,0
14276,772906,6054304,0
14277,42640674,316741970,1
14278,792036,6123353,0
14279,765902,5938280,0
14280,798922,5998787,0
14281,779698,6019892,0
14282,768786,5709407,0
14283,765902,5063504,0
14284,812926,5981337,0
14285,769116,2836057,0
14286,785555,1993690,0
14287,762700,5954714,0
14288,746979,5068201,0
14289,772901,6058761,0
14290,43615732,5416467,1
14291,816953,6209573,0
14292,772901,6015985,0
14293,513553,5845224,0
14294,825415,6270601,0
14295,806649,3989690,0
14296,778674,6091031,0
14297,775090,1747546,0
14298,800036,6144062,0
14299,791744,6210598,0
14300,787519,6106476,0
14301,43284702,6279340,1
14302,837977,4765358,0
14303,742175,6002508,0
14304,780073,6173656,0
14305,772515,6040355,0
14306,42746293,6162702,1
14307,783557,6095532,0
14308,773643,5556248,0
14309,792035,6189816,0
14310,790772,5726066,0
14311,769116,4744077,0
14312,771584,5999819,0
14313,815614,6264982,0
14314,779694,6234432,0
14315,817953,5665408,0
14316,766805,6069684,0
14317,830093,6241759,1
14318,808014,6136454,0
14319,839074,6305194,0
14320,807602,6111506,0
14321,843528,6169657,1
14322,832680,6203996,0
14323,753267,5450860,0
14324,823833,6274006,0
14325,788815,5980041,0
14326,803926,6151649,0
14327,831137,6314085,0
14328,821973,6212079,0
14329,766805,5990467,0
14330,817995,6252653,0
14331,770799,5890374,0
14332,801330,5879278,0
14333,762693,6017383,0
14334,800040,5455007,0
14335,770108,5705589,0
14336,779698,5342509,0
14337,769120,5961654,0
14338,809902,6214402,0
14339,792508,5984011,0
14340,43076680,316576996,1
14341,42325687,6005589,1
14342,799594,6141536,0
14343,786566,6098943,0
14344,792498,6008316,0
14345,755210,6031866,0
14346,742177,5446907,0
14347,773644,6158987,1
14348,788929,4000289,0
14349,776876,5611528,0
14350,781773,6221929,0
14351,807567,6172963,0
14352,815613,2976190,1
14353,800036,6190784,0
14354,815822,6102387,0
14355,766609,5570401,0
14356,801013,1821816,0
14357,832466,6248103,0
14358,765991,5988051,0
14359,820414,6006047,0
14360,513553,6266951,0
14361,769742,6075096,0
14362,803335,6153635,0
14363,769116,5998000,0
14364,43254664,318696921,1
14365,798317,729077,0
14366,43853655,317987915,1
14367,766200,6063755,0
14368,815819,6246453,0
14369,797673,2086748,1
14370,772827,6011168,0
14371,772906,6012949,0
14372,44074674,4084558,1
14373,799873,5432019,0
14374,775169,6053165,0
14375,813661,6266165,0
14376,776876,6064859,0
14377,815828,6285760,0
14378,779494,6073919,0
14379,43668705,321252924,1
14380,779296,6079442,0
14381,830377,6291321,0
14382,810574,5984410,0
14383,766805,5363256,0
14384,765726,5983590,0
14385,828353,4191938,0
14386,760917,4731654,0
14387,768232,5847984,0
14388,800814,6152312,1
14389,807403,6181499,0
14390,873033,6304899,1
14391,795949,6253167,0
14392,724437,6106496,0
14393,772907,3215836,0
14394,828746,6276943,0
14395,42499690,1849290,1
14396,773207,5940313,0
14397,772825,6031911,0
14398,772414,5601361,0
14399,786572,238650,0
14400,841518,6307331,0
14401,44137666,3181286,1
14402,769695,5997306,0
14403,816434,6258781,0
14404,813875,5289731,1
14405,834218,6281586,0
14406,768985,5871589,1
14407,787556,4586900,0
14408,42597692,3408967,1
14409,832461,6243823,0
14410,791934,6211912,0
14411,789862,6113652,0
14412,835284,6306209,0
14413,789040,4003809,0
14414,786568,6074321,0
14415,770081,6008444,0
14416,42390694,320947901,1
14417,776254,4576779,0
14418,771514,5712282,0
14419,791934,6220537,0
14420,789847,5682495,0
14421,798032,5959389,0
14422,788456,1218048,0
14423,44044766,2877406,1
14424,835401,5470192,0
14425,779694,5172354,0
14426,767175,6004695,0
14427,768869,4763955,1
14428,793761,6067529,0
14429,779694,6287621,0
14430,771463,1828958,0
14431,816533,6056245,0
14432,772827,3858819,0
14433,770372,5578559,0
14434,831330,5833115,0
14435,805309,5634203,0
14436,765989,5735836,0
14437,838534,3238477,0
14438,766615,4577057,1
14439,840404,6281547,0
14440,792035,6131277,0
14441,42319752,6210367,1
14442,803215,6186881,0
14443,770800,5638700,0
14444,779698,6126756,0
14445,835254,6063708,0
14446,766805,6239400,0
14447,771514,5815778,0
14448,784673,6064466,0
14449,816433,4829332,0
14450,43545940,4703996,1
14451,830260,6267819,0
14452,804937,6055626,0
14453,833538,6281434,0
14454,43653678,319021907,1
14455,43922680,321208911,1
14456,42513834,6235546,1
14457,838040,5138505,0
14458,791957,5650921,0
14459,43254664,4762319,1
14460,788565,5886651,0
14461,795526,6248045,0
14462,782878,6274483,0
14463,837950,6192801,0
14464,797507,5954308,0
14465,772339,5767754,0
14466,815894,6152221,1
14467,787509,5999371,0
14468,786566,6171571,0
14469,824594,316192997,1
14470,786568,6050570,0
14471,780074,6061251,0
14472,769306,5713221,0
14473,789601,5928634,0
14474,800849,5006748,0
14475,786594,6195007,0
14476,832618,6239964,0
14477,42356850,1558268,1
14478,806344,5429541,0
14479,833364,5735301,0
14480,795525,6255066,0
14481,823833,6274207,0
14482,766613,1663660,1
14483,832466,6286150,0
14484,808262,3237476,0
14485,796681,6125800,0
14486,834296,5894180,0
14487,815822,6120811,0
14488,770397,5378411,0
14489,817995,5623069,0
14490,837656,6306016,0
14491,815651,2149027,0
14492,809419,6174121,0
14493,787519,4664366,0
14494,817998,6240820,0
14495,817995,4729965,0
14496,802255,5460156,0
14497,807602,6184569,0
14498,778675,458259,0
14499,800235,4853063,0
14500,42368657,4740142,1
14501,772904,6013834,0
14502,842392,5226489,0
14503,766789,6169827,0
14504,836360,6038982,0
14505,838027,6146183,0
14506,771103,5271428,0
14507,792036,4312967,0
14508,800360,6107890,0
14509,795949,6130931,0
14510,42499690,320029968,1
14511,842557,6230746,0
14512,786590,6138383,0
14513,727367,6102440,0
14514,775090,5503425,0
14515,830843,6265105,0
14516,767175,4902780,0
14517,765991,5992212,0
14518,779694,6128757,0
14519,771109,5236303,0
14520,820418,5354527,0
14521,788929,6117725,0
14522,835269,5101142,0
14523,821734,6155646,0
14524,817995,6169938,0
14525,823833,6294101,0
14526,833740,6311618,0
14527,844057,6319089,0
14528,825206,6218098,1
14529,769276,208474,0
14530,813529,6243006,1
14531,766615,6017385,0
14532,42597049,321008931,1
14533,798317,5481768,0
14534,799875,5999896,0
14535,745292,5538888,0
14536,769120,6014530,0
14537,803266,6053999,0
14538,766610,5981322,1
14539,775104,6096020,0
14540,772899,6010738,0
14541,766868,6027914,0
14542,802838,5742934,0
14543,816953,5567420,0
14544,833813,6305417,0
14545,798506,5127917,1
14546,792994,3711006,0
14547,786590,6099422,0
14548,775104,6067890,0
14549,788722,3951839,0
14550,843942,6137680,0
14551,793955,6120888,0
14552,839387,6282114,0
14553,802839,6159538,0
14554,781607,5729716,0
14555,772901,6048425,0
14556,807759,5878202,0
14557,817995,5963255,0
14558,779698,5191721,0
14559,770860,6041672,0
14560,816434,6230910,0
14561,786572,6026761,0
14562,43459758,6257800,1
14563,775172,6063947,0
14564,818784,6227160,0
14565,779238,6125064,0
14566,795540,6232917,0
14567,768880,6021097,0
14568,489735,6173464,0
14569,769118,5579944,0
14570,829137,6125751,0
14571,806974,5629107,0
14572,829735,6260036,0
14573,798032,6264125,0
14574,781993,5472258,0
14575,838038,6304162,0
14576,42798679,6063321,1
14577,772901,6058650,0
14578,798032,6045762,0
14579,806913,6225721,0
14580,824439,6249668,0
14581,44105867,6025841,1
14582,791744,6181279,0
14583,841611,4874677,0
14584,762700,5964493,0
14585,772901,6032876,0
14586,807861,6237320,0
14587,792993,6134213,0
14588,778676,6057457,0
14589,757943,5946151,0
14590,835756,6281769,0
14591,833736,5726168,0
14592,42334676,5828555,1
14593,810857,5920539,0
14594,43491694,316420978,1
14595,795949,5819918,0
14596,820416,6165357,0
14597,784156,6110898,0
14598,794849,5094010,0
14599,815614,5950592,0
14600,795665,5836881,0
14601,772899,5829026,0
14602,817998,4820410,1
14603,779682,6014789,0
14604,773644,5154917,0
14605,771875,3514907,0
14606,783057,6039681,1
14607,42898668,318705944,1
14608,769120,6010796,0
14609,776876,6046243,0
14610,793955,6148540,0
14611,791744,5781309,0
14612,845014,6266390,0
14613,820416,6107700,0
14614,781074,6112982,0
14615,813661,2631939,1
14616,815822,6317441,0
14617,793039,6016416,1
14618,781074,6038982,0
14619,808994,6019716,0
14620,816530,6264598,0
14621,792993,6182280,0
14622,772901,4591891,0
14623,44254655,321190904,1
14624,842557,5864423,0
14625,776192,6059143,0
14626,795526,6241160,0
14627,815822,6225668,0
14628,771944,6030111,0
14629,772339,5498767,0
14630,779494,6047806,0
14631,775169,5837505,0
14632,816153,6279182,0
14633,829190,5411401,1
14634,762700,6044699,0
14635,815893,6209912,0
14636,797090,1297930,0
14637,43572664,319102903,1
14638,792037,5446907,0
14639,42808694,316304904,1
14640,792520,6120237,0
14641,779497,6080050,0
14642,771540,6026701,0
14643,774243,6205623,0
14644,816561,5189255,0
14645,815822,6159330,0
14646,43668705,5069614,1
14647,797455,6160679,0
14648,788929,5285029,0
14649,43999667,320850999,1
14650,787334,5949101,0
14651,786594,5727023,0
14652,757946,5984064,0
14653,807602,5373578,0
14654,43713654,316948949,1
14655,781607,6094021,0
14656,772899,6069866,0
14657,781961,6084510,0
14658,769742,5634910,0
14659,779698,5184943,0
14660,834917,6226894,0
14661,832458,6280140,0
14662,812258,6139062,1
14663,815822,6241495,0
14664,788929,5371865,0
14665,43572664,5339138,1
14666,791797,6091031,0
14667,762700,6005479,0
14668,42303751,316176942,1
14669,42646694,317699907,1
14670,795373,6128561,0
14671,42649673,5797808,1
14672,800849,1353256,0
14673,779698,6078867,0
14674,763486,5980167,0
14675,772901,6060401,0
14676,766609,5793840,0
14677,769118,2657158,0
14678,42356850,4293410,1
14679,773645,6192589,0
14680,772339,5688530,0
14681,779694,5595435,0
14682,43809664,319803916,1
14683,819042,6221081,0
14684,815819,6228034,0
14685,789926,5230144,0
14686,42939022,316563156,1
14687,839273,6228784,0
14688,832314,1082166,0
14689,791957,6140863,0
14690,823833,6157429,0
14691,813531,6213577,0
14692,815614,6239964,0
14693,816153,6281069,0
14694,770357,6029432,0
14695,42319752,316302913,1
14696,742999,6122294,0
14697,766615,5320908,1
14698,793056,5842367,0
14699,812235,5341118,0
14700,43981700,5839467,1
14701,841014,5822348,0
14702,772904,6062126,0
14703,823833,6244861,0
14704,757944,5803820,0
14705,802553,5773410,0
14706,773555,6077290,0
14707,785556,6121893,0
14708,815336,6161019,0
14709,769116,5555660,0
14710,832680,5880492,1
14711,821779,5833723,0
14712,770107,6007953,0
14713,801830,6221496,0
14714,799877,6153899,0
14715,834175,6228168,1
14716,772901,5060648,0
14717,43615732,320222939,1
14718,773246,5393746,0
14719,772901,6065698,0
14720,42646677,4564245,1
14721,837960,6269618,0
14722,776254,4530418,0
14723,784318,475581,0
14724,792138,6037198,0
14725,779694,5953225,0
14726,775090,6114293,0
14727,784318,6160384,0
14728,791744,6227178,0
14729,770859,5449968,0
14730,779694,5968254,0
14731,797999,6173724,0
14732,797510,6138566,0
14733,772851,5713076,0
14734,816893,6211925,0
14735,810857,5317082,0
14736,832454,6290052,0
14737,768882,6006363,0
14738,788456,5524890,0
14739,770860,6019186,0
14740,722238,6246762,0
14741,775104,5861288,0
14742,768786,6000130,0
14743,797543,5563881,0
14744,838027,6297626,0
14745,772899,6047035,0
14746,43809664,320123999,1
14747,833736,6301097,0
14748,820414,5364367,0
14749,781074,6066189,0
14750,808837,6211558,0
14751,815338,1418249,0
14752,779694,5756378,0
14753,807571,6180092,0
14754,781074,6101261,0
14755,799873,5088804,0
14756,43892657,321149936,1
14757,832019,6271378,0
14758,774773,6079162,0
14759,805853,5769258,1
14760,802539,6238295,0
14761,798416,5975816,0
14762,770357,6005953,0
14763,792035,6177464,0
14764,817998,6280326,0
14765,795526,5711456,0
14766,803266,4202838,0
14767,768880,5858916,1
14768,779694,6104202,0
14769,765279,6051978,0
14770,791744,6213687,0
14771,823213,6275443,0
14772,771417,6020551,0
14773,43046655,317012032,1
14774,776874,6043857,1
14775,776254,5568019,0
14776,807602,5540421,0
14777,820414,6194795,0
14778,795540,6061252,0
14779,797543,5057323,0
14780,807759,6234286,0
14781,43061724,4787512,1
14782,42372664,5212136,1
14783,828378,6250918,0
14784,794849,6118178,1
14785,792498,3266490,1
14786,798922,6099435,0
14787,833735,6235053,0
14788,819799,5278634,0
14789,823295,4443527,0
14790,796313,6102553,0
14791,815828,6320249,0
14792,43621663,613899,1
14793,795973,5733336,0
14794,777448,6090333,0
14795,779494,6052079,0
14796,773246,5956914,0
14797,832458,6276351,0
14798,820013,5328095,1
14799,750699,5881337,0
14800,813531,6249085,0
14801,792001,5771239,0
14802,832019,6276405,0
14803,803266,2542900,0
14804,832458,6297190,0
14805,838335,6303211,0
14806,772339,6043790,0
14807,795526,4707972,0
14808,815819,6240398,0
14809,717579,6178621,0
14810,772865,5506659,1
14811,788629,6023268,0
14812,788929,6118483,0
14813,774769,5713514,0
